66155.925095,59.017015,8106.532131
34415.153966,48.117153,6564.745018
57317.170063,63.108049,8020.953296
42709.534201,45.751972,6103.642260
66952.688845,18.584336,8770.099235
24904.064140,57.471607,15.498598
48430.359613,26.809132,5722.581981
24500.141984,32.897548,2971.003310
40654.892537,55.496853,4755.825280
25075.872771,39.776378,1409.230371
64131.415372,25.679575,4351.028971
59436.847123,60.471936,9254.244538
61050.346079,26.355044,5893.264659
27267.995458,61.576776,4759.787581
63061.960174,39.201553,1850.369377
50501.726689,40.927700,3977.287432
43548.654711,39.574530,3935.544453
43378.175194,60.848318,3277.737553
20542.365073,61.690571,3157.442290
58887.357549,26.076093,4965.516066
23000.784002,31.761354,1148.118057
32197.620701,40.927700,4244.057136
23329.319414,48.576975,222.622299
27845.800894,51.970624,4959.921226
65301.984029,48.840922,5465.267886
47451.630123,27.031741,5361.282716
63287.038908,40.927700,9595.286289
45727.459870,55.839922,6376.822949
59417.805406,40.927700,2082.625938
58842.891308,54.510948,10871.186790
48528.852796,40.927700,6155.784670
23526.302555,40.927700,2862.010139
67252.900607,38.131907,4221.303157
58886.851294,38.661504,7271.552032
57584.973790,36.672021,1728.423755
26289.972307,20.666779,341.146966
25952.381471,58.185017,2109.200772
32464.091880,50.225006,4326.705073
60921.063104,18.840526,968.836383
26578.536693,32.676044,3489.843136
66260.121558,32.896693,7035.589107
58787.455240,62.641303,4167.786724
62545.708711,49.040433,4362.905812
24381.953448,25.252331,4227.018986
67852.105869,47.321899,5730.588251
41725.612856,18.130038,1185.214700
41896.971599,47.250731,4892.209734
44379.729654,50.088671,1814.335082
28416.899375,57.928719,1788.973736
68427.163111,46.308240,1658.070233
35975.794930,35.708652,6610.366179
57596.354098,29.246057,3344.384401
29681.883093,54.959287,1745.871674
51656.938675,47.715064,7158.139060
24912.842682,49.366371,267.696299
47761.824068,50.098159,5549.799128
22248.179202,23.443624,4364.975281
29724.476875,31.968526,3075.345728
52143.823674,20.837634,2393.099679
